label,ED,SC_W,SPE_W,COM,SI,NAV,DIF,response
7Networks_RH_SomMot_10-rh,83.93265105371768,1.0,1600.4700129180553,0.000871744466753366,16.001269879086042,0.011914314482453208,0.0027955317658597506,0
7Networks_RH_SomMot_11-rh,58.62412584391638,1.0,2371.8436344684305,0.0006887717847156178,16.001269879086042,0.017057823645207894,0.003949604799564721,1
7Networks_RH_SomMot_12-rh,83.7184230119118,1.0,1813.7737556902355,0.0010428369901796274,16.001269879086042,0.011944802159707618,0.0027518827296292227,1
7Networks_RH_SomMot_13-rh,78.00797414816284,1.0,1278.21015082383,0.0011349749509210947,16.001269879086042,0.01281920227925251,0.0021541133553894588,1
7Networks_RH_SomMot_14-rh,79.16882412969929,1.0,1918.8455542211739,0.0016891355482191936,16.001269879086042,0.012631234718880476,0.0037226478942466675,1
7Networks_RH_SomMot_15-rh,74.47621981147562,262.93319802253313,1477.5144015239844,0.006595461648770998,7.962717380756826,0.013427104685647803,0.0027744232053081713,1
7Networks_RH_SomMot_16-rh,69.79229632969988,1.0,2339.5306801995216,0.0019008636800137292,16.001269879086042,0.014328228939136559,0.004403640329321573,1
7Networks_RH_SomMot_17-rh,59.447979105521405,1.0,2593.032771245181,0.002971087141243129,16.001269879086042,0.016821429677617454,0.003835173286220787,0
7Networks_RH_SomMot_18-rh,54.38817494382428,619.8019552528932,2903.824014875302,0.008294128973794116,6.72560638319454,0.018386349625315913,0.0059656383292227295,0
7Networks_RH_SomMot_19-rh,66.41475334352893,76.50835878294299,1791.9216677942495,0.002866783994944062,9.743724408734252,0.015056895488680366,0.0015180228894371294,1
7Networks_RH_SomMot_2-rh,122.1390933465329,1.0,1000.0212856813489,5.454440848005645e-05,16.001269879086042,0.008187386794847094,0.002366193410777985,0
7Networks_RH_SomMot_3-rh,89.78347844131146,1.0,1204.3341127892777,0.00017045356973271672,16.001269879086042,0.011137906632272746,0.0027344222857737625,0
7Networks_RH_SomMot_4-rh,89.98564396345832,1.0,1087.00704797054,7.584962650916903e-05,16.001269879086042,0.011112883744056813,0.002127161501914605,0
7Networks_RH_SomMot_5-rh,114.9796477731606,1.0,1160.083827280991,8.287951688689004e-05,16.001269879086042,0.008697191367057114,0.0016257855209102924,0
7Networks_RH_SomMot_6-rh,108.90468953935611,1.0,1091.6766314319045,7.255884331368519e-05,16.001269879086042,0.009182341038111299,0.001955973940924034,1
7Networks_RH_SomMot_7-rh,101.5879993764962,1.0,1451.6268984042238,0.00024817745638685244,16.001269879086042,0.00984368238510034,0.0022639246048028437,0
7Networks_RH_SomMot_8-rh,62.834413576634056,1.0,1648.2689680264373,0.00020559598040618127,16.001269879086042,0.015914845752167017,0.0015349400075087775,1
7Networks_RH_SomMot_9-rh,94.27629912931195,1.0,1562.8538642120766,0.0012492987319915906,16.001269879086042,0.010607119808854319,0.0028385272021474884,1
7Networks_RH_Vis_1-rh,114.68971723322667,1.0,1062.8303719677224,4.035620485810369e-05,16.001269879086042,0.008719177482724588,0.0029592289379846318,1
7Networks_RH_Vis_10-rh,94.47754810959398,1.0,1271.5807024177366,3.827964513834656e-05,16.001269879086042,0.010584525318544463,0.003170311558314776,0
7Networks_RH_Vis_11-rh,104.92069831011531,1.0,1247.8041700973913,3.896664871720486e-05,16.001269879086042,0.009531007857422837,0.0033907374662289686,0
7Networks_RH_Vis_12-rh,95.07139103999683,1.0,1330.2958344450667,3.683581076174633e-05,16.001269879086042,0.010518411364984624,0.004859465894890245,0
7Networks_RH_Vis_13-rh,79.53595820145462,1.0,1323.6277241975438,3.530324049320886e-05,16.001269879086042,0.01257292956057844,0.0038541210789787075,0
7Networks_RH_Vis_14-rh,86.02289952264388,1.0,1440.6394153689102,4.37250288500877e-05,16.001269879086042,0.011624811597251138,0.004687112966542516,0
7Networks_RH_Vis_15-rh,90.19814223876446,1.0,1226.3294994525363,5.136005270798846e-05,16.001269879086042,0.011086702843090596,0.0029645711153786576,0
7Networks_RH_Vis_2-rh,102.30610617156174,1.0,1098.355557093418,4.2553013469424975e-05,16.001269879086042,0.009774587631387855,0.0028683981410363656,0
7Networks_RH_Vis_3-rh,106.59834644618215,1.0,1199.4204873441122,3.708061037725617e-05,16.001269879086042,0.009381008555370657,0.003880106603730435,0
7Networks_RH_Vis_4-rh,91.50852597774438,1.0,1250.322337202451,3.511691933596042e-05,16.001269879086042,0.010927943481935314,0.0032611361899867234,1
7Networks_RH_Vis_5-rh,115.54760164480435,1.0,1170.9643107685317,3.76480307983455e-05,16.001269879086042,0.008654441855695284,0.003433038823848195,0
7Networks_RH_Vis_6-rh,105.54887260360445,1.0,1273.1609616757817,3.7013373196020974e-05,16.001269879086042,0.009474284048069031,0.004017619854732214,0
7Networks_RH_Vis_7-rh,90.6338784516731,1.0,1207.0032040287203,4.327010453560162e-05,16.001269879086042,0.011033401825932123,0.002469729465024025,0
7Networks_RH_Vis_8-rh,114.7492134977921,1.0,1264.747711638013,3.712576787920289e-05,16.001269879086042,0.008714656680581441,0.003702303222988047,0
7Networks_RH_Vis_9-rh,91.29238478540894,1.0,1291.027307681603,3.332497886065699e-05,16.001269879086042,0.010953816162767475,0.004165712244064375,0
