label,response,ED,SC_W,SC_L,SPE,SPE_W,COM,SI,SI_L,NAV,DIF
L_STSva,,76.8264496942207,0.0,inf,0.010277154297083754,0.006290461947287894,0.0007695417046591339,inf,18.93990404496722,0.006807519695175606,0.001960570050174952
L_TE1m,,74.51496171968894,0.0,inf,0.009862843355165726,0.007721827078136907,0.0017293229688200914,inf,17.222019014940656,0.007447757703588181,0.002424074081164457
L_PSL,,38.91086415345917,0.0005637180654101978,68.59016,0.014770171697337913,0.011235025809341331,0.005079257885344492,10.166979783639222,14.537499643363178,0.014579350740689336,0.0025805776312881816
L_STV,,47.55017157631065,0.0,inf,0.012654684536431066,0.008411728065230833,0.0027515642926345643,inf,15.741761690575322,0.011171147339390182,0.002612813492512477
L_TPOJ1,,50.82088311828513,0.0,inf,0.012499025341960039,0.007153519437417598,0.0021287981197834695,inf,17.11423770631777,0.0094017002410784,0.0017040154068343994
L_TPOJ2,,55.348750025542344,0.0012916884911845228,77.33832653061224,0.012930199615893909,0.009270408437341516,0.0062971898559776125,8.970767305045877,8.970767305045877,0.012930199615893909,0.0022081043983361776
L_TPOJ3,,58.24724070832919,0.0004883891073990699,77.98697872340425,0.012822653427140594,0.006457386232199822,0.002685076000515025,10.373922561663512,10.373922561663512,0.012822653427140594,0.0017250834305761128
L_7Pm,,60.10493716115799,0.0,inf,0.012162286743423668,0.006008930444485316,0.0007534146743165976,inf,17.20993926583568,0.009584608805150078,0.0022549146747563613
L_7AL,,38.62285995012443,0.001808139540148236,58.45511999999998,0.023222718878769977,0.012450927535992019,0.012884043525124867,8.485519471230475,7.855147425411155,0.017107141341938914,0.0029672260770490107
L_7Am,,53.79380603614332,0.00036144474985363984,84.11276000000002,0.016128980229096035,0.00868919253489849,0.003432659337786867,10.808178450891296,12.469039313078117,0.011888802602601552,0.003473175553091949
L_7PL,,58.39461240570927,0.0,inf,0.012373355611972557,0.008462157590442932,0.0017859140090822332,inf,16.31970272572808,0.011052569335530584,0.0029747204445754066
L_7PC,,24.248724964074697,0.008287650866069762,51.229180000000014,0.023458000092893682,0.0339844554477948,0.03651381312759663,6.2890622629797,5.979745879216569,0.01952012505372914,0.003029285644355247
L_LIPv,,34.72952604231675,0.0016824317601898495,62.1998,0.016077222113254384,0.013294572466628489,0.01095365095365387,8.589477500872166,8.589477500872166,0.016077222113254384,0.0022330186180391266
L_VIP,,46.122086227670756,0.001284626315393475,70.06772,0.016047093726902217,0.011164594076680762,0.007942094746321699,8.978676735589973,11.78942188872682,0.01427190723488648,0.0029663043639644835
L_MIP,,47.47467269490766,0.0004778514272053282,73.30251063829786,0.013642097539255863,0.008747964722588366,0.003610813831637665,10.405391458236567,10.405391458236567,0.013642097539255863,0.00242546106186473
L_LIPd,,37.016316798524656,0.001363382381254038,60.82875000000001,0.016439594763989065,0.009613015530575187,0.008946707428687405,8.892835246272442,8.892835246272442,0.016439594763989065,0.0016947177895659943
L_PFt,,21.988561518124875,0.028093180724396535,28.4767,0.03511642851875393,0.028093180724396538,0.0813656643135314,4.527877419584364,4.527877419584364,0.03511642851875393,0.0023612225532799376
L_AIP,,21.04494420123186,0.01079456472489943,37.853060000000006,0.026417943489905435,0.023543098261695036,0.03985997109860271,5.90779232601511,5.90779232601511,0.026417943489905435,0.002482385349851997
L_PGp,,68.85047144081483,0.0006552946141555809,86.56020408163265,0.011552652984238881,0.0064696061730783955,0.0023977993712006418,9.949809911432133,9.949809911432133,0.011552652984238881,0.003178325311257767
L_IP2,,26.71148432095698,0.0039200637649789705,50.691220000000015,0.019727282160500372,0.014053717980521336,0.019227129721069512,7.36914836900095,7.36914836900095,0.019727282160500372,0.0018687034293906227
L_IP1,,50.07133638690573,0.0017005890058476793,66.33720000000002,0.015074498169955916,0.008822604478621212,0.007893884476481408,8.57399097470807,8.57399097470807,0.015074498169955916,0.002468666576211705
L_IP0,,64.11847548054574,0.0,inf,0.011488651165718965,0.006993613638313129,0.0009238507659380129,inf,13.600926765191279,0.009832209018894308,0.0018737154789384845
L_PFop,,35.43628276367273,0.020277560974419667,28.904219999999995,0.03459702424075101,0.020277560974419667,0.05571811041595258,4.998213263439701,4.998213263439701,0.03459702424075101,0.0030177875562977193
L_PF,0.337,25.56944130227778,0.009340236497735395,52.49022,0.021559781176844966,0.016882876667313657,0.031161014660145127,6.116566410968394,7.519395438104623,0.019051168008059404,0.004289472903917512
L_PFm,,31.30468631032925,0.009502438489597741,62.567220000000006,0.015982810168008104,0.014724138306365708,0.024772497893132614,6.091727709476739,6.091727709476739,0.015982810168008104,0.004482844795181982
L_PGi,,47.89690259397152,0.0013617966787467007,67.64310000000002,0.014783473850252277,0.011055554094138815,0.006423125061216825,8.894514171107453,8.894514171107453,0.014783473850252277,0.0026699258539387557
L_PGs,,54.20023513769353,0.004058606024853064,73.04117999999998,0.013690906965084631,0.009960750753696934,0.011307011260299133,7.31904118866001,7.31904118866001,0.013690906965084631,0.0039564331825278605
L_RSC,,57.875663208422544,0.0021208604295589106,56.96957999999999,0.017553227529499078,0.008408954377716459,0.006506945797696337,8.255375808326033,8.255375808326033,0.017553227529499078,0.004319839521934825
L_POS2,,63.74737735149344,0.0,inf,0.010415171655568607,0.006364751929975778,0.0007476326754958726,inf,12.885204299296202,0.01009656041035034,0.0035343670224395126
L_PCV,,48.62695641787721,0.0,inf,0.01323885381181022,0.007412359971399385,0.0008861797059447048,inf,15.7773746518515,0.005291761256899134,0.002617059831672192
L_7m,,59.812050614790714,0.0,inf,0.011225806422643082,0.00575517839230833,0.0004261326132375245,inf,13.406956448694405,0.005196997801703868,0.0023643124893708315
L_POS1,,64.69988865396508,0.0,inf,0.012660913885021684,0.006376839388036578,0.0004319526779367987,inf,12.87391100008107,0.012660913885021684,0.0028078798570169085
L_23d,,48.00248946938905,0.0,inf,0.014689071213504587,0.00720060757294196,0.0025013938216840435,inf,11.85203026445078,0.011056360016310341,0.002442012482521736
L_v23ab,,63.943047270115024,0.0,inf,0.012646269919455905,0.00576052049367063,0.0008248100718164538,inf,14.151623822748414,0.012042275504250504,0.0018375697013814024
L_d23ab,,53.23459670810589,0.0,inf,0.014476145345710682,0.006856731290235683,0.0007615647174317206,inf,12.70770325651312,0.0127909133351667,0.0024963999416024213
L_31pv,,48.03369358125471,0.0,inf,0.012396000653517156,0.00567782388651554,0.00036213612949273033,inf,13.983811070635431,0.012396000653517156,0.001963332746374911
L_p24pr,,52.671964804296195,0.0,inf,0.011786412293888061,0.007582721720293757,0.0010004769614527173,inf,15.771144861691948,0.011712512172228275,0.0025137674604362894
L_33pr,,62.54039423858692,0.0,inf,0.011140345398360748,0.007364130392076524,0.0015742522355906236,inf,16.315472418549913,0.009312089849002603,0.002926266774681482
L_a24pr,,66.82168386754181,0.0,inf,0.009700534790482999,0.00616197890790927,0.00047519762770678614,inf,19.183390538119433,0.009306077445548745,0.002809930206206639
L_p32pr,,59.123455437720736,0.0,inf,0.01066962343271234,0.006811053661933742,0.0006777570432116088,inf,14.791455891097709,0.01066962343271234,0.0021124928639160577
L_a24,,99.0893484605123,0.0,inf,0.008443436564294186,0.005039516408231864,9.655730673117414e-05,inf,24.2474138722738,0.004651791141265894,0.0026941084976794703
L_d32,,84.43166237010975,0.0,inf,0.008676426721242548,0.005427762939240885,0.00018750579676694924,inf,21.95644624756643,0.006149178855324462,0.0019089615131909392
L_8BM,,73.42370978036783,0.0,inf,0.009302041760958365,0.005427560235668494,0.0009506306027704079,inf,15.818292642809594,0.008101117500552497,0.0031889045226833512
L_p32,,102.10173106800701,0.0,inf,0.007968440160485092,0.004629717866288585,4.725111080955335e-05,inf,27.135481019044885,0.005427179912838568,0.0016847939131933013
L_10r,,110.10369703565392,0.0,inf,0.007859958181878488,0.005059722345756893,2.8590630417672193e-05,inf,24.082744172766112,0.005315758545850952,0.0017501955115526576
L_9m,,96.16965832812946,0.0,inf,0.008121407901285262,0.006165474442045354,0.0004504878780788306,inf,19.69181917562576,0.006672572519751412,0.0037291927777014892
L_10v,,117.4088150615241,0.0,inf,0.007774618875797558,0.005845834166134056,7.205081395856747e-05,inf,27.060158912819038,0.005758619847705236,0.0027591454039143423
L_ProS,,64.972018053112,0.0,inf,0.012477932775885846,0.004987232290212762,0.00015442975231359638,inf,15.216769153423947,0.012477932775885846,0.0018455664070175866
L_DVT,,60.57262562983956,0.0,inf,0.01068301759333889,0.0064476696531975825,0.0006651002950553504,inf,14.39172184733852,0.009915602358961462,0.0026805957678932312
L_31pd,,49.01025552901546,0.0,inf,0.012292780597468475,0.0058068528755437,0.0003959076579822298,inf,15.158330402778121,0.009069102022863207,0.001662720502426776
L_31a,,45.101391503853016,0.0,inf,0.015530744033319518,0.0062915218457302085,0.001335381784335541,inf,11.555678737147336,0.006640703266749609,0.0024535471677646467
L_25,,94.51051542230785,0.0,inf,0.009793140629226137,0.005387756800877487,4.7435309479642274e-05,inf,22.286631243208546,0.005198395084412729,0.00173950834492395
L_s32,,102.36287409493463,0.0,inf,0.008768000705448285,0.00503392708689109,2.0243176194287573e-05,inf,24.644560799317734,0.00563817995040657,0.0012619564594768306
